SessionEntryID,SessionID,SessionEntryiRacingID,EntryName,IsTeam,CarID,FinishPosInClass,StartPositionInClass,ClassID,EntryIncidents,GapToLeader,LapsCompleted,FinalLapFinishTime,OverallFinishPos,OverallStartPos,StartPos,ReasonOut,ChampPoints
2768,81,-289690,Brabham Esports CS Hissing Sid,True,6,8,9,3,2,0.6556,6,812.9369,41,0,0,Running,0
2773,81,-288978,Ingersoll Rand TCR,True,6,13,10,3,3,2.0672,6,805.8353999999999,46,0,0,Running,0
2761,81,-304518,WAVE ITALY Racing Team,True,6,1,11,3,2,-,6,741.308,34,0,0,Running,0
2770,81,-284527,Fiercely Forward TCR,True,6,10,12,3,0,0.8006,6,765.4736,43,0,0,Running,0
2764,81,-140023,Frozenspeed FSR #285,True,6,4,13,3,1,0.3293,6,793.7794,37,0,0,Running,0
2769,81,-289688,Brabham Esports CS,True,6,9,14,3,0,0.6724,6,791.4779000000001,42,0,0,Running,0
2787,82,-239238,Impulse Racing #15,True,1,11,1,1,57,1 Laps,182,16841.9857,11,1,1,Running,0
2779,82,-302822,ATRS eSports IVRA #13,True,1,3,2,1,34,42.215,183,16869.2555,3,2,2,Running,0
2791,82,-205823,Valkyrie Exype | IVRA,True,1,15,3,1,50,3 Laps,180,16860.9526,15,3,3,Running,0
2786,82,-183950,Orion Race Team,True,1,10,4,1,42,1 Laps,182,16830.4713,10,4,4,Running,0
2800,82,-269793,Sim City Racing II,True,1,17,5,1,35,8 Laps,175,16840.5293,24,5,5,Running,0
2785,82,-201852,Maniti Racing $IVRA Cup,True,1,9,6,1,31,78.7664,183,16907.6691,9,6,6,Running,0
2778,82,-281326,ATRS eSports IVRA #12,True,1,2,7,1,43,30.2654,183,16859.0041,2,7,7,Running,0
2777,82,-280905,Visceral Esports IVRA Clubsport #96,True,1,1,8,1,33,-,183,16827.4737,1,8,8,Running,0
2782,82,-271827,WS Racing eSports #23,True,1,6,9,1,38,62.3202,183,16890.860900000003,6,9,9,Running,0
2792,82,-169831,TREQ eSports,True,1,16,10,1,42,3 Laps,180,16922.8796,16,10,10,Running,0
2789,82,-135362,Orion Race Team IVRA,True,1,13,11,1,50,2 Laps,181,16839.7597,13,11,11,Running,0
2780,82,-302823,ATRS Academy IVRA #14,True,1,4,12,1,24,49.2385,183,16877.146099999998,4,12,12,Running,0
2820,82,-275996,Olympus eSports Ariane,True,1,19,13,1,49,71 Laps,112,10901.1872,44,13,13,Running,0
2781,82,-80235,HydroRace Geodesic Racing,True,1,5,14,1,43,60.4131,183,16888.894200000002,5,14,14,Running,0
2807,82,-289695,Sabelt ESPORTS Pcup IVRA,True,1,18,15,1,44,11 Laps,172,16911.7963,31,15,15,Running,0
2783,82,-262254,Deutsche Payment Black Dog,True,1,7,16,1,32,72.9553,183,16900.5765,7,16,16,Running,0
2790,82,-127473,Hellracers Tershine,True,1,14,17,1,30,2 Laps,181,16840.928799999998,14,17,17,Running,0
2788,82,-286423,Kairos eSports,True,1,12,18,1,44,1 Laps,182,16867.0248,12,18,18,Running,0
2784,82,-288974,Visceral Esports IVRA Clubsport #97,True,1,8,19,1,33,77.9954,183,16906.8854,8,19,19,Running,0
2796,82,-139445,Hugh Jass - Gold,True,3,4,1,2,8,1 Laps,176,16843.6946,20,20,1,Running,0
2795,82,-54386,Team Heusinkveld #148,True,2,3,2,2,24,1 Laps,176,16844.0817,19,21,2,Running,0
2793,82,-92080,GermanSimRacing.de by ACV,True,4,1,3,2,17,-,177,16894.7795,17,22,3,Running,0
2794,82,-289663,Impulse Racing $157 $GT4,True,2,2,4,2,48,25.335,177,16920.7944,18,23,4,Running,0
2827,82,-80951,Torque Freak Racing TeamSpeak,True,2,18,5,2,4,155 Laps,22,2282.7446,51,24,5,Disconnected,0
2799,82,-81577,HydroRace Geodesic Racing Black,True,3,7,6,2,16,1 Laps,176,16912.7086,23,25,6,Running,0
2797,82,-200736,HydroRace Geodesic Racing IVRA,True,2,5,7,2,13,1 Laps,176,16862.1672,21,26,7,Running,0
2823,82,-31183,SRN Motorsports Black,True,2,15,8,2,14,114 Laps,63,6680.3376,47,27,8,Disconnected,0
2828,82,-256339,Ingersoll Rand GT4,True,2,19,9,2,4,169 Laps,8,1048.0488,52,28,9,Disconnected,0
2802,82,-268704,Sim City Racing,True,2,9,10,2,40,2 Laps,175,16862.8016,26,29,10,Running,0
2826,82,-149181,Sapphire Simsport Alpha,True,2,17,11,2,10,138 Laps,39,4159.3161,50,30,11,Disconnected,0
2804,82,-287037,Fiercely Forward,True,5,11,12,2,68,2 Laps,175,16901.894800000002,28,31,12,Running,0
2798,82,-59992,GermanSimRacing #Green,True,4,6,13,2,31,1 Laps,176,16886.4266,22,32,13,Running,0
2803,82,-289052,Race Factory #198,True,2,10,14,2,28,2 Laps,175,16871.0085,27,33,14,Running,0
2816,82,-124248,Archer Brothers,True,5,13,15,2,48,13 Laps,164,16140.522200000001,40,34,15,Disconnected,0
2824,82,-225287,Hugh Jass - Blue,True,2,16,16,2,15,119 Laps,58,6181.502399999999,48,35,16,Disconnected,0
2805,82,-218740,Geekz Energy Simracing IVRA Clubsport,True,4,12,17,2,32,3 Laps,174,16860.8839,29,36,17,Running,0
2801,82,-31182,SRN Motorsports Orange,True,3,8,18,2,13,2 Laps,175,16848.04,25,37,18,Running,0
2822,82,-194656,Sampsoid Simsport GT4,True,2,14,19,2,13,103 Laps,74,7579.2627,46,38,19,Disconnected,0
2808,82,-304518,WAVE ITALY Racing Team,True,6,2,1,3,44,17.8449,172,16920.9289,32,39,1,Running,0
2818,82,-215050,Tedline By Impulse $267,True,6,11,2,3,38,9 Laps,163,16920.8508,42,40,2,Running,0
2817,82,-289690,Brabham Esports CS Hissing Sid,True,6,10,3,3,37,8 Laps,164,16922.6834,41,41,3,Running,0
2821,82,-140023,Frozenspeed FSR #285,True,6,13,4,3,25,78 Laps,94,11594.5175,45,42,4,Disconnected,0
2812,82,-180125,SIMRACINGPRO RACING TEAM TCR,True,6,6,5,3,39,2 Laps,170,16852.492899999997,36,44,6,Running,0
2806,82,-65569,Team Heusinkveld #248,True,6,1,6,3,46,-,172,16901.5373,30,45,7,Running,0
2810,82,-289688,Brabham Esports CS,True,6,4,7,3,24,1 Laps,171,16926.306,34,46,8,Running,0
2814,82,-288978,Ingersoll Rand TCR,True,6,8,8,3,49,3 Laps,169,16903.5785,38,47,9,Running,0
2819,82,-220772,Impulse Racing $233,True,6,12,9,3,47,12 Laps,160,16868.591,43,48,10,Running,0
2811,82,-115095,HydroRace Geodesic Racing Echelon,True,6,5,10,3,35,2 Laps,170,16850.694300000003,35,49,11,Running,0
2813,82,-284527,Fiercely Forward TCR,True,6,7,11,3,30,2 Laps,170,16927.3809,37,50,12,Running,0
2825,82,-258978,DXDroids Simracing by Let Room,True,7,14,12,3,17,129 Laps,43,4782.366599999999,49,51,13,Disconnected,0
2815,82,-246175,Olympus eSports Proton,True,8,9,13,3,40,5 Laps,167,16848.2594,39,52,14,Running,0
2809,82,-193774,Impulse Racing $222,True,6,3,14,3,27,1 Laps,171,16911.6825,33,43,5,Running,0
2829,83,112839,Tony Kloosterman,False,21,1,1,8,3,-,22,3083.4265,1,0,0,Running,0
2834,83,135983,Tyler Newitt,False,21,6,2,8,14,0.4755,34,3497.3613,6,0,0,Running,0
2831,83,16612,Simon Trendell,False,22,3,3,8,6,0.3107,31,3536.3534999999997,3,0,0,Running,0
2836,83,137235,Antony Woodward,False,21,8,4,8,5,0.6326,24,3374.5860000000002,8,0,0,Running,0
2835,83,365097,Bob Woodhouse,False,21,7,5,8,2,0.5299,24,3272.6926000000003,7,0,0,Running,0
2841,83,439883,J.B. DeJeu,False,21,13,6,8,11,2.3216,21,3450.3642999999997,13,0,0,Running,0
2832,83,188182,Vincent Skilbeck,False,22,4,7,8,1,0.3126,27,3595.3595,4,0,0,Running,0
2833,83,85905,Steven Phillips2,False,21,5,8,8,10,0.3402,31,3550.328,5,0,0,Running,0
2830,83,341223,Adam C Wright,False,21,2,9,8,8,0.2371,21,3556.9577999999997,2,0,0,Running,0
2838,83,41691,Greg Carr,False,21,10,10,8,3,0.7862,20,3528.2626999999998,10,0,0,Running,0
2837,83,286368,Kenzy Nieuwhof,False,21,9,11,8,4,0.7531,19,3418.9403,9,0,0,Running,0
2840,83,371028,Alex Sevillano Lledó,False,21,12,12,8,8,2.0565,24,3666.3846,12,0,0,Running,0
2839,83,16561,Jamie Wilson,False,22,11,13,8,2,1.424,16,3453.8607,11,0,0,Running,0
2842,83,431037,Ivan Baumans,False,21,14,14,8,3,2.9008,15,3497.2851,14,0,0,Running,0
2848,84,135983,Tyler Newitt,False,21,5,1,8,8,0.2933,11,823.0418,5,0,0,Running,0
2850,84,341223,Adam C Wright,False,21,7,2,8,2,0.3267,11,907.9535999999999,7,0,0,Running,0
2851,84,85905,Steven Phillips2,False,21,8,3,8,5,0.3523,10,862.8341,8,0,0,Running,0
2847,84,365097,Bob Woodhouse,False,21,4,4,8,2,0.2057,8,912.7013,4,0,0,Running,0
2858,84,439883,J.B. DeJeu,False,21,15,5,8,4,2.9074,10,934.436,15,0,0,Running,0
2853,84,371028,Alex Sevillano Lledó,False,21,10,6,8,2,0.7091,11,982.7791000000001,10,0,0,Running,0
2849,84,286368,Kenzy Nieuwhof,False,21,6,7,8,0,0.2938,8,832.306,6,0,0,Running,0
2857,84,431037,Ivan Baumans,False,21,14,8,8,3,2.0464,9,927.7199,14,0,0,Running,0
2844,84,112839,Tony Kloosterman,False,21,1,9,8,1,-,5,593.8285,1,0,0,Running,0
2855,84,16561,Jamie Wilson,False,22,12,10,8,1,0.9071,8,911.8849,12,0,0,Running,0
2854,84,41691,Greg Carr,False,21,11,11,8,0,0.9001,7,869.4118,11,0,0,Running,0
2846,84,188182,Vincent Skilbeck,False,22,3,12,8,1,0.1678,9,947.5866,3,0,0,Running,0
2845,84,16612,Simon Trendell,False,22,2,13,8,2,0.1388,11,911.6652,2,0,0,Running,0
2852,84,137235,Antony Woodward,False,21,9,14,8,4,0.6778,7,839.0201,9,0,0,Running,0
2856,84,141445,Nikolay Bogatyrev,False,21,13,15,8,2,1.1284,5,847.149,13,0,0,Running,0
2860,85,112839,Tony Kloosterman,False,21,2,1,8,0,4.5861,20,2031.2147,2,1,1,Running,0
2859,85,16612,Simon Trendell,False,22,1,2,8,0,-,20,2026.0506,1,2,2,Running,0
2865,85,188182,Vincent Skilbeck,False,22,7,3,8,5,8.3566,20,2034.7877,7,3,3,Running,0
2863,85,365097,Bob Woodhouse,False,21,5,4,8,0,6.0303,20,2032.8335,5,4,4,Running,0
2861,85,135983,Tyler Newitt,False,21,3,5,8,4,5.0785,20,2031.6606000000002,3,5,5,Running,0
2869,85,286368,Kenzy Nieuwhof,False,21,11,6,8,9,28.5193,20,2059.8664,11,6,6,Running,0
2862,85,341223,Adam C Wright,False,21,4,7,8,0,5.2299,20,2031.6004,4,7,7,Running,0
2864,85,85905,Steven Phillips2,False,21,6,8,8,1,6.8968,20,2034.4514,6,8,8,Running,0
2873,85,137235,Antony Woodward,False,21,15,9,8,4,8 Laps,12,1820.7152,15,9,9,Running,0
2866,85,371028,Alex Sevillano Lledó,False,21,8,10,8,0,15.2673,20,2041.9062,8,10,10,Running,0
2870,85,41691,Greg Carr,False,21,12,11,8,2,29.6411,20,2056.8116,12,11,11,Running,0
2867,85,16561,Jamie Wilson,False,22,9,12,8,0,17.045,20,2044.27,9,12,12,Running,0
2868,85,141445,Nikolay Bogatyrev,False,21,10,13,8,7,23.5793,20,2050.4390000000003,10,13,13,Running,0
2871,85,431037,Ivan Baumans,False,21,13,14,8,1,37.783,20,2065.5499,13,14,14,Running,0
2872,85,439883,J.B. DeJeu,False,21,14,15,8,2,69.5701,20,2099.5576,14,15,15,Running,0
2883,86,135983,Tyler Newitt,False,21,10,1,8,2,1 Laps,2,880.7813,10,0,0,Running,0
2875,86,112839,Tony Kloosterman,False,21,2,2,8,1,0.2064,3,427.9612,2,0,0,Running,0
2888,86,137235,Antony Woodward,False,21,15,3,8,0,3 Laps,0,193.0859,15,0,0,Running,0
2874,86,188182,Vincent Skilbeck,False,22,1,4,8,0,-,3,516.9336000000001,1,0,0,Running,0
2880,86,85905,Steven Phillips2,False,21,7,5,8,0,1 Laps,2,557.2817,7,0,0,Running,0
2882,86,341223,Adam C Wright,False,21,9,6,8,0,2 Laps,1,517.1217,9,0,0,Running,0
2876,86,41691,Greg Carr,False,21,3,7,8,0,0.5625,2,580.9817,3,0,0,Running,0
2884,86,16612,Simon Trendell,False,22,11,8,8,0,3 Laps,0,349.06140000000005,11,0,0,Running,0
2877,86,371028,Alex Sevillano Lledó,False,21,4,9,8,2,5.2946,1,583.626,4,0,0,Running,0
2896,87,141445,Nikolay Bogatyrev,False,21,8,1,8,0,17.6918,40,3905.5600999999997,8,1,1,Running,0
2895,87,16561,Jamie Wilson,False,22,7,2,8,1,17.449,40,3905.5022,7,2,2,Running,0
2898,87,371028,Alex Sevillano Lledó,False,21,10,3,8,4,36.0997,40,3924.1664,10,3,3,Running,0
2894,87,188182,Vincent Skilbeck,False,22,6,4,8,5,9.6109,40,3898.1503,6,4,4,Running,0
2902,87,85905,Steven Phillips2,False,21,14,5,8,1,6 Laps,34,3257.4062999999996,14,5,5,Disconnected,0
2893,87,365097,Bob Woodhouse,False,21,5,6,8,0,9.0815,40,3897.3368,5,6,6,Running,0
2889,87,341223,Adam C Wright,False,21,1,7,8,4,-,40,3887.3098999999997,1,7,7,Running,0
2890,87,135983,Tyler Newitt,False,21,2,8,8,0,1.5127,40,3890.0004,2,8,8,Running,0
2897,87,112839,Tony Kloosterman,False,21,9,9,8,1,18.0405,40,3905.9215,9,9,9,Running,0
2892,87,16612,Simon Trendell,False,22,4,10,8,4,3.4833,40,3891.3742,4,10,10,Running,0
2891,87,286368,Kenzy Nieuwhof,False,21,3,11,8,5,3.2006,40,3891.1673,3,11,11,Running,0
2900,87,41691,Greg Carr,False,21,12,12,8,3,63.8692,40,3965.7156999999997,12,12,12,Running,0
2903,87,431037,Ivan Baumans,False,21,15,13,8,4,25 Laps,15,1635.3706,15,13,13,Disconnected,0
2901,87,439883,J.B. DeJeu,False,21,13,14,8,4,1 Laps,39,3944.3647,13,14,14,Running,0
2899,87,137235,Antony Woodward,False,21,11,15,8,2,45.4691,40,3937.4811,11,15,15,Running,0
2904,88,429273,Wiebe Nijkamp,False,18,1,1,6,15,-,27,3224.7102,1,0,0,Running,0
2912,88,439883,J.B. DeJeu,False,17,9,2,6,9,1.1148,20,3045.5494,9,0,0,Running,0
2906,88,113424,Garry Craig,False,19,3,3,6,0,0.4152,20,3301.6742999999997,3,0,0,Running,0
2919,88,391027,Jason Haddington,False,18,16,4,6,6,1.9352,18,3332.2857,16,0,0,Running,0
2920,88,366044,Chris Needham,False,17,17,5,6,12,2.0233,9,2529.3927999999996,17,0,0,Running,0
2907,88,528243,David K Johansson,False,17,4,6,6,12,0.455,25,3253.4642,4,0,0,Running,0
2909,88,287015,Russell J Cowell,False,16,6,7,6,4,0.848,18,2609.9765,6,0,0,Running,0
2921,88,440374,Tony Yates,False,18,18,8,6,4,2.2901,14,3124.7583999999997,18,0,0,Running,0
2918,88,574870,Matthew Flannery,False,17,15,9,6,4,1.9325,22,3351.8674,15,0,0,Running,0
2905,88,284513,Sam Blease2,False,17,2,10,6,9,0.3458,21,3377.7243,2,0,0,Running,0
2916,88,137235,Antony Woodward,False,18,13,11,6,2,1.619,12,2813.1574,13,0,0,Running,0
2910,88,16561,Jamie Wilson,False,18,7,12,6,1,1.0446,17,2983.7916999999998,7,0,0,Running,0
2913,88,214227,Jamie Jeffrey,False,17,10,13,6,0,1.2152,12,2701.0451,10,0,0,Running,0
2914,88,296821,Karl Hardy,False,19,11,14,6,14,1.2639,12,3141.9460999999997,11,0,0,Running,0
2911,88,88807,Matt Elmore,False,19,8,15,6,10,1.0499,10,2793.9652,8,0,0,Running,0
2908,88,341223,Adam C Wright,False,17,5,16,6,6,0.8444,10,2819.1952,5,0,0,Running,0
2915,88,512936,Stephan Goebel,False,16,12,17,6,2,1.5241,10,3305.4605,12,0,0,Running,0
2922,88,389968,Arnaud Chanonier,False,17,19,18,6,2,3.3923,7,3350.5629,19,0,0,Running,0
2917,88,261835,David Eyers,False,17,14,19,6,1,1.8892,4,3367.8738999999996,14,0,0,Running,0
2923,88,431899,Roger Morton,False,17,20,20,6,2,5.7884,4,3332.2745,20,0,0,Running,0
2938,89,440374,Tony Yates,False,18,15,1,6,3,1.408,8,849.4656,15,0,0,Running,0
2942,89,431899,Roger Morton,False,17,19,2,6,2,2.082,8,882.1075000000001,19,0,0,Running,0
2943,89,389968,Arnaud Chanonier,False,17,20,3,6,4,2.1984,7,863.2746,20,0,0,Running,0
2924,89,429273,Wiebe Nijkamp,False,18,1,4,6,0,-,8,908.9471,1,0,0,Running,0
2925,89,284513,Sam Blease2,False,17,2,5,6,1,0.1002,8,922.9682,2,0,0,Running,0
2927,89,113424,Garry Craig,False,19,4,6,6,1,0.3133,7,822.5906,4,0,0,Running,0
2932,89,287015,Russell J Cowell,False,16,9,7,6,1,0.9365,8,919.0786,9,0,0,Running,0
2933,89,16561,Jamie Wilson,False,18,10,8,6,0,0.9549,8,919.9431,10,0,0,Running,0
2929,89,88807,Matt Elmore,False,19,6,9,6,0,0.7452,8,923.0651,6,0,0,Running,0
2930,89,341223,Adam C Wright,False,17,7,10,6,3,0.7662,8,839.9799,7,0,0,Running,0
2928,89,296821,Karl Hardy,False,19,5,11,6,0,0.634,8,921.9085,5,0,0,Running,0
2935,89,512936,Stephan Goebel,False,16,12,12,6,0,1.0551,8,930.7084,12,0,0,Running,0
2934,89,574870,Matthew Flannery,False,17,11,13,6,2,1.0077,8,936.5178000000001,11,0,0,Running,0
2931,89,439883,J.B. DeJeu,False,17,8,14,6,0,0.8669,6,754.112,8,0,0,Running,0
2941,89,261835,David Eyers,False,17,18,15,6,3,1.9516,4,596.7736,18,0,0,Running,0
2939,89,391027,Jason Haddington,False,18,16,16,6,0,1.5276,3,486.3798,16,0,0,Running,0
2940,89,137235,Antony Woodward,False,18,17,17,6,1,1.6169,6,784.6347000000001,17,0,0,Running,0
2926,89,528243,David K Johansson,False,17,3,18,6,5,0.276,8,943.144,3,0,0,Running,0
2936,89,366044,Chris Needham,False,17,13,19,6,2,1.1454,5,691.8446,13,0,0,Running,0
2937,89,214227,Jamie Jeffrey,False,17,14,20,6,1,1.2671,8,973.9125999999999,14,0,0,Running,0
2944,90,429273,Wiebe Nijkamp,False,18,1,1,6,0,-,14,1473.9548,1,1,1,Running,0
2945,90,284513,Sam Blease2,False,17,2,2,6,3,5.6794,14,1479.6816000000001,2,2,2,Running,0
2958,90,528243,David K Johansson,False,17,15,3,6,9,30.0659,14,1505.4971,15,3,3,Running,0
2946,90,113424,Garry Craig,False,19,3,4,6,1,7.1373,14,1481.0982,3,4,4,Running,0
2947,90,296821,Karl Hardy,False,19,4,5,6,3,12.0441,14,1486.7582000000002,4,5,5,Running,0
2962,90,88807,Matt Elmore,False,19,19,6,6,4,35.859,14,1510.6014,19,6,6,Running,0
2949,90,341223,Adam C Wright,False,17,6,7,6,2,13.9683,14,1488.8576,6,7,7,Running,0
2950,90,439883,J.B. DeJeu,False,17,7,8,6,1,20.2702,14,1495.6103,7,8,8,Running,0
2955,90,287015,Russell J Cowell,False,16,12,9,6,9,28.2675,14,1503.6412,12,9,9,Running,0
2948,90,16561,Jamie Wilson,False,18,5,10,6,0,13.64,14,1488.4986,5,10,10,Running,0
2952,90,574870,Matthew Flannery,False,17,9,11,6,1,27.3605,14,1502.8407,9,11,11,Running,0
2953,90,512936,Stephan Goebel,False,16,10,12,6,6,27.9135,14,1503.6106,10,12,12,Running,0
2961,90,366044,Chris Needham,False,17,18,13,6,3,31.3734,14,1506.7933,18,13,13,Running,0
2951,90,214227,Jamie Jeffrey,False,17,8,14,6,4,25.7805,14,1500.8427000000001,8,14,14,Running,0
2956,90,440374,Tony Yates,False,18,13,15,6,1,28.7599,14,1504.3456,13,15,15,Running,0
2963,90,391027,Jason Haddington,False,18,20,16,6,4,60.4643,14,1535.3452,20,16,16,Running,0
2954,90,137235,Antony Woodward,False,18,11,17,6,0,27.9355,14,1503.2088,11,17,17,Running,0
2957,90,261835,David Eyers,False,17,14,18,6,1,29.5678,14,1505.035,14,18,18,Running,0
2960,90,431899,Roger Morton,False,17,17,19,6,3,31.0077,14,1506.4703,17,19,19,Running,0
2959,90,389968,Arnaud Chanonier,False,17,16,20,6,1,30.7249,14,1506.2784,16,20,20,Running,0
2992,92,214227,Jamie Jeffrey,False,17,9,1,6,5,29.8938,27,2645.7475,9,1,1,Running,0
2993,92,439883,J.B. DeJeu,False,17,10,2,6,3,30.3225,27,2646.1029999999996,10,2,2,Running,0
2987,92,341223,Adam C Wright,False,17,4,3,6,5,16.994,27,2632.3898000000004,4,3,3,Running,0
2996,92,16561,Jamie Wilson,False,18,13,4,6,8,34.5043,27,2650.188,13,4,4,Running,0
2989,92,296821,Karl Hardy,False,19,6,5,6,4,21.2272,27,2636.9584,6,5,5,Running,0
2985,92,113424,Garry Craig,False,19,2,6,6,0,0.2627,27,2615.4581,2,6,6,Running,0
2984,92,284513,Sam Blease2,False,17,1,7,6,5,-,27,2615.2008,1,7,7,Running,0
2986,92,429273,Wiebe Nijkamp,False,18,3,8,6,3,0.8408,27,2615.3011,3,8,8,Running,0
3003,92,574870,Matthew Flannery,False,17,20,9,6,9,85.4979,27,2702.6036999999997,20,9,9,Running,0
2994,92,512936,Stephan Goebel,False,16,11,10,6,5,31.8639,27,2647.4003,11,10,10,Running,0
2998,92,137235,Antony Woodward,False,18,15,11,6,3,42.5257,27,2658.3576000000003,15,11,11,Running,0
2991,92,287015,Russell J Cowell,False,16,8,12,6,4,21.7512,27,2636.9779000000003,8,12,12,Running,0
3002,92,440374,Tony Yates,False,18,19,13,6,11,73.6308,27,2703.9808,19,13,13,Running,0
2997,92,261835,David Eyers,False,17,14,14,6,9,40.1823,27,2656.3297,14,14,14,Running,0
2988,92,528243,David K Johansson,False,17,5,15,6,10,20.4035,27,2635.5639,5,15,15,Running,0
3001,92,389968,Arnaud Chanonier,False,17,18,16,6,9,72.4891,27,2688.7268,18,16,16,Running,0
3000,92,431899,Roger Morton,False,17,17,17,6,8,63.0323,27,2680.9257,17,17,17,Running,0
2995,92,366044,Chris Needham,False,17,12,18,6,4,33.4421,27,2648.9082999999996,12,18,18,Running,0
2990,92,88807,Matt Elmore,False,19,7,19,6,5,21.4139,27,2637.0744,7,19,19,Running,0
2999,92,391027,Jason Haddington,False,18,16,20,6,8,45.0319,27,2662.0132,16,20,20,Running,0
3004,93,429273,Wiebe Nijkamp,False,18,1,1,6,3,-,16,3083.9991,1,0,0,Running,0
3015,93,296821,Karl Hardy,False,19,12,2,6,9,2.1852,12,3337.5112,12,0,0,Running,0
3010,93,287015,Russell J Cowell,False,16,7,3,6,6,1.3398,13,2994.7426,7,0,0,Running,0
3019,93,391027,Jason Haddington,False,18,16,4,6,10,3.8121,10,2588.0859,16,0,0,Running,0
3009,93,88807,Matt Elmore,False,19,6,5,6,8,1.0707,11,2906.8606,6,0,0,Running,0
3018,93,574870,Matthew Flannery,False,17,15,6,6,10,3.4442,16,3345.3293000000003,15,0,0,Running,0
3013,93,137235,Antony Woodward,False,18,10,7,6,5,2.0633,4,2687.7733,10,0,0,Running,0
3007,93,284513,Sam Blease2,False,17,4,8,6,9,0.82,13,3340.7973,4,0,0,Running,0
3005,93,116063,Steven Walker2,False,18,2,9,6,4,0.4967,11,2994.1830999999997,2,0,0,Running,0
3006,93,512936,Stephan Goebel,False,16,3,10,6,8,0.66,11,3009.1847000000002,3,0,0,Running,0
3016,93,440374,Tony Yates,False,18,13,11,6,8,2.774,8,2680.7764,13,0,0,Running,0
3008,93,113424,Garry Craig,False,19,5,12,6,2,0.8301,10,2767.9157999999998,5,0,0,Running,0
3021,93,422098,Tony Walker4,False,17,18,13,6,12,4.4514,5,2506.4615,18,0,0,Running,0
3017,93,389968,Arnaud Chanonier,False,17,14,14,6,14,2.789,8,3333.8599,14,0,0,Running,0
3020,93,439883,J.B. DeJeu,False,17,17,15,6,6,4.1951,5,3049.4827999999998,17,0,0,Running,0
3014,93,341223,Adam C Wright,False,17,11,16,6,4,2.1484,5,2950.0744999999997,11,0,0,Running,0
3011,93,214227,Jamie Jeffrey,False,17,8,17,6,1,1.632,6,3330.8464000000004,8,0,0,Running,0
3012,93,712979,Emerson Gaudin,False,19,9,18,6,2,1.8253,5,3242.8563,9,0,0,Running,0
3023,93,523326,Andrew Littler,False,17,20,19,6,9,10.4965,2,3273.2025,20,0,0,Running,0
3022,93,431899,Roger Morton,False,17,19,20,6,5,7.4418,1,3455.1144999999997,19,0,0,Running,0
3025,94,429273,Wiebe Nijkamp,False,18,1,1,6,0,-,5,978.6723999999999,1,0,0,Running,0
3031,94,287015,Russell J Cowell,False,16,7,2,6,0,1.0763,5,987.485,7,0,0,Running,0
3027,94,113424,Garry Craig,False,19,3,3,6,0,0.2867,5,983.2312999999999,3,0,0,Running,0
3026,94,116063,Steven Walker2,False,18,2,4,6,0,0.0362,5,981.4921,2,0,0,Running,0
3029,94,88807,Matt Elmore,False,19,5,5,6,0,0.6118,5,985.6356000000001,5,0,0,Running,0
3030,94,284513,Sam Blease2,False,17,6,6,6,6,0.9479,3,668.9308,6,0,0,Running,0
3032,94,512936,Stephan Goebel,False,16,8,7,6,1,1.156,4,950.0590000000001,8,0,0,Running,0
3034,94,137235,Antony Woodward,False,18,10,8,6,1,1.7106,4,856.0653,10,0,0,Running,0
3043,94,574870,Matthew Flannery,False,17,19,9,6,5,4.1592,3,673.9179,19,0,0,Running,0
3035,94,296821,Karl Hardy,False,19,11,10,6,1,1.7147,1,446.23580000000004,11,0,0,Running,0
3028,94,214227,Jamie Jeffrey,False,17,4,11,6,0,0.5443,3,730.042,4,0,0,Running,0
3044,94,523326,Andrew Littler,False,17,20,12,6,3,6.36,4,767.4599000000001,20,0,0,Running,0
3033,94,712979,Emerson Gaudin,False,19,9,13,6,0,1.351,4,755.126,9,0,0,Running,0
3041,94,439883,J.B. DeJeu,False,17,17,14,6,0,2.9522,5,893.734,17,0,0,Running,0
3037,94,389968,Arnaud Chanonier,False,17,13,15,6,2,2.4038,4,892.6421,13,0,0,Running,0
3045,94,391027,Jason Haddington,False,18,21,16,6,6,4 Laps,1,425.3304,21,0,0,Running,0
3040,94,440374,Tony Yates,False,18,16,17,6,2,2.7741,4,1010.8266000000001,16,0,0,Running,0
3042,94,431899,Roger Morton,False,17,18,18,6,2,3.0877,4,776.265,18,0,0,Running,0
3038,94,422098,Tony Walker4,False,17,14,19,6,2,2.4418,4,944.1553,14,0,0,Running,0
3039,94,366044,Chris Needham,False,17,15,20,6,1,2.7084,3,923.8461,15,0,0,Running,0
3036,94,341223,Adam C Wright,False,17,12,21,6,1,2.0125,1,924.1758,12,0,0,Running,0
3046,95,429273,Wiebe Nijkamp,False,18,1,1,6,1,-,8,1593.0919999999999,1,1,1,Running,0
3047,95,116063,Steven Walker2,False,18,2,2,6,0,2.2643,8,1596.0403999999999,2,2,2,Running,0
3065,95,113424,Garry Craig,False,19,20,3,6,14,2 Laps,6,1281.4499,20,3,3,Running,0
3056,95,214227,Jamie Jeffrey,False,17,11,4,6,10,25.5296,8,1620.6193,11,4,4,Running,0
3064,95,88807,Matt Elmore,False,19,19,5,6,4,2 Laps,6,1216.5981,19,5,5,Running,0
3055,95,284513,Sam Blease2,False,17,10,6,6,8,24.3888,8,1619.7204000000002,10,6,6,Running,0
3057,95,287015,Russell J Cowell,False,16,12,7,6,9,27.5202,8,1624.3228000000001,12,7,7,Running,0
